surface_name	site_name	species_name	formation_energy	frequencies	reference
Ag	111	CH2-H--O	4.73	[3024.8, 2903.5, 1348.0, 1288.4, 1264.7, 713.2, 564.1, 541.4, 441.4, 372.2, 357.7, 295.9, 171.3, 128.7]	This work
Cu	111	CH2-H--O	3.55	[3024.8, 2903.5, 1348.0, 1288.4, 1264.7, 713.2, 564.1, 541.4, 441.4, 372.2, 357.7, 295.9, 171.3, 128.7]	This work
Pd	111	CH2-H--O	3.58	[3024.8, 2903.5, 1348.0, 1288.4, 1264.7, 713.2, 564.1, 541.4, 441.4, 372.2, 357.7, 295.9, 171.3, 128.7]	This work
Pt	111	CH2-H--O	3.59	[3024.8, 2903.5, 1348.0, 1288.4, 1264.7, 713.2, 564.1, 541.4, 441.4, 372.2, 357.7, 295.9, 171.3, 128.7]	This work
Rh	111	CH2-H--O	2.76	[3024.8, 2903.5, 1348.0, 1288.4, 1264.7, 713.2, 564.1, 541.4, 441.4, 372.2, 357.7, 295.9, 171.3, 128.7]	This work
Ag	111	CH2-H--OH	3.34	[3669.7, 3012.4, 2888.3, 1492.9, 1339.3, 1174.5, 756.7, 639.2, 591.3, 530.3, 438.2, 391.5, 346.5, 250.6, 169.0, 128.0, 104.2]	This work
Cu	111	CH2-H--OH	2.61	[3669.7, 3012.4, 2888.3, 1492.9, 1339.3, 1174.5, 756.7, 639.2, 591.3, 530.3, 438.2, 391.5, 346.5, 250.6, 169.0, 128.0, 104.2]	This work
Pd	111	CH2-H--OH	2.53	[3669.7, 3012.4, 2888.3, 1492.9, 1339.3, 1174.5, 756.7, 639.2, 591.3, 530.3, 438.2, 391.5, 346.5, 250.6, 169.0, 128.0, 104.2]	This work
Pt	111	CH2-H--OH	2.35	[3669.7, 3012.4, 2888.3, 1492.9, 1339.3, 1174.5, 756.7, 639.2, 591.3, 530.3, 438.2, 391.5, 346.5, 250.6, 169.0, 128.0, 104.2]	This work
Rh	111	CH2-H--OH	2.05	[3669.7, 3012.4, 2888.3, 1492.9, 1339.3, 1174.5, 756.7, 639.2, 591.3, 530.3, 438.2, 391.5, 346.5, 250.6, 169.0, 128.0, 104.2]	This work
Ag	111	CH-H	5.24	[3040.9, 1933.3, 1040.9, 766.5, 569.7, 500.1, 407.8, 402.9]	This work
Cu	111	CH-H	3.58	[3040.9, 1933.3, 1040.9, 766.5, 569.7, 500.1, 407.8, 402.9]	This work
Pd	111	CH-H	1.86	[3040.9, 1933.3, 1040.9, 766.5, 569.7, 500.1, 407.8, 402.9]	This work
Pt	111	CH-H	1.6	[3040.9, 1933.3, 1040.9, 766.5, 569.7, 500.1, 407.8, 402.9]	This work
Rh	111	CH-H	1.36	[3040.9, 1933.3, 1040.9, 766.5, 569.7, 500.1, 407.8, 402.9]	This work
Ag	111	CH-H--O	6.18	[3027.6, 1297.7, 1023.2, 632.7, 611.7, 494.7, 455.6, 392.7, 334.3, 323.6, 193.7]	This work
Cu	111	CH-H--O	4.42	[3027.6, 1297.7, 1023.2, 632.7, 611.7, 494.7, 455.6, 392.7, 334.3, 323.6, 193.7]	This work
Pd	111	CH-H--O	3.92	[3027.6, 1297.7, 1023.2, 632.7, 611.7, 494.7, 455.6, 392.7, 334.3, 323.6, 193.7]	This work
Pt	111	CH-H--O	4.18	[3027.6, 1297.7, 1023.2, 632.7, 611.7, 494.7, 455.6, 392.7, 334.3, 323.6, 193.7]	This work
Rh	111	CH-H--O	2.96	[3027.6, 1297.7, 1023.2, 632.7, 611.7, 494.7, 455.6, 392.7, 334.3, 323.6, 193.7]	This work
Ag	111	CH-H--OH	4.69	[3706.3, 3007.5, 1394.4, 1024.0, 689.1, 637.2, 578.4, 565.0, 458.1, 357.0, 325.4, 317.0, 211.0, 58.4]	This work
Cu	111	CH-H--OH	3.41	[3706.3, 3007.5, 1394.4, 1024.0, 689.1, 637.2, 578.4, 565.0, 458.1, 357.0, 325.4, 317.0, 211.0, 58.4]	This work
